FilePath,Severity,Control name,Failed resources,All Resources,Compliance score
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\manager\manager.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\enterprise-postgres\kong-enterprise-job.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\enterprise-postgres\kong-enterprise.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\enterprise\kong-enterprise.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\konnect\base\manager.yaml,Medium,C-0030 - Ingress and Egress blocked,2,2,0.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\konnect\debug\manager_debug.yaml,Medium,C-0030 - Ingress and Egress blocked,2,2,0.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\multi-gw-postgres\base\gateway_deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\multi-gw-postgres\base\manager_multi_gateway_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\multi-gw\base\gateway_deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\multi-gw\base\manager_multi_gateway_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\multi-gw\debug\manager_debug.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\multi-gw\dev\manager.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\postgres\kong-ingress-postgres.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\postgres\migration.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\postgres\postgres.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\postgres\wait\kong-ingress-postgres.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kubeshark\manifests\complete.yaml,Medium,C-0030 - Ingress and Egress blocked,0,6,100.0
project-yamls\YAMLfiles\repos\kuma\pkg\plugins\resources\k8s\native\config\default\manager_auth_proxy_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kuma\pkg\plugins\resources\k8s\native\config\default\manager_image_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kuma\pkg\plugins\resources\k8s\native\config\default\manager_prometheus_metrics_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kuma\pkg\plugins\resources\k8s\native\config\default\manager_webhook_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\kuma\pkg\plugins\resources\k8s\native\config\manager\manager.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\dex-server\dex-deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\graphql\server\manifests\cluster\1c_argo_deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\graphql\server\manifests\cluster\2c_litmus_deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,2,2,0.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\graphql\server\manifests\cluster\3b_agents_deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,2,2,0.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\graphql\server\manifests\namespace\1b_argo_deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\graphql\server\manifests\namespace\2b_litmus_deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,2,2,0.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\graphql\server\manifests\namespace\3b_agents_deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,2,2,0.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\manifests\litmus-cluster-scope.yaml,Medium,C-0030 - Ingress and Egress blocked,3,3,0.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\manifests\litmus-namespaced-scope.yaml,Medium,C-0030 - Ingress and Egress blocked,3,3,0.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\manifests\litmus-without-resources.yaml,Medium,C-0030 - Ingress and Egress blocked,3,3,0.0
project-yamls\YAMLfiles\repos\litmus\chaoscenter\upgrade-agents\control-plane\upgrade-agent.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\kubecon-demo\2020-NA\App\nginx_demo.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\litmus-metrics\chaos-exporter.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\monitoring\05-prometheus-deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\monitoring\07-grafana-deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\carts-db.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\carts.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\catalogue-db.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\catalogue.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\front-end.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\orders-db.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\orders.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\payment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\queue-master.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\rabbitmq.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\shipping.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\user-db.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\user-load.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\user.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\monitoring\utils\grafana\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\kube-state-metrics\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\litmus-metrics\chaos-exporter\chaos-exporter.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\mysqld-exporter\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\node-exporter\daemonset.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\prometheus-blackbox-exporter-metrics\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\monitoring\utils\metrics-exporters\kube-state-metrics\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\monitoring\utils\metrics-exporters\litmus-metrics\chaos-exporter\chaos-exporter.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\monitoring\utils\metrics-exporters\mysqld-exporter\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\monitoring\utils\metrics-exporters\node-exporter\daemonset.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\monitoring\utils\metrics-exporters\prometheus-blackbox-exporter-metrics\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\monitoring\utils\prometheus\prometheus-operator\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\litmus\monitoring\utils\prometheus\prometheus-scrape-configuration\prometheus-deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\logging-operator\config\default\manager_auth_proxy_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\logging-operator\config\default\manager_image_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\logging-operator\config\default\manager_prometheus_metrics_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\logging-operator\config\default\manager_webhook_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\logging-operator\config\manager\manager.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\logging-operator\config\samples\mulitenant-hard\logging\receiver-infra.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\logging-operator\config\samples\multitenant-routing-2\logging\tenant-infra-receiver.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\logging-operator\config\samples\multitenant-routing\logging\tenant-infra-receiver.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\longhorn\deploy\backupstores\azurite-backupstore.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\longhorn\deploy\backupstores\cifs-backupstore.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\longhorn\deploy\backupstores\minio-backupstore.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\longhorn\deploy\backupstores\nfs-backupstore.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\longhorn\deploy\longhorn.yaml,Medium,C-0030 - Ingress and Egress blocked,3,3,0.0
project-yamls\YAMLfiles\repos\longhorn\deploy\prerequisite\longhorn-cifs-installation.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\longhorn\deploy\prerequisite\longhorn-iscsi-installation.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\longhorn\deploy\prerequisite\longhorn-iscsi-selinux-workaround.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\longhorn\deploy\prerequisite\longhorn-nfs-installation.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\longhorn\deploy\prerequisite\longhorn-nvme-cli-installation.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\longhorn\deploy\prerequisite\longhorn-spdk-setup.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\longhorn\dev\upgrade-responder\manifests\grafana.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\longhorn\dev\upgrade-responder\manifests\influxdb.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\longhorn\uninstall\uninstall.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\mongodb-enterprise-kubernetes\mongodb-enterprise-multi-cluster.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\mongodb-enterprise-kubernetes\mongodb-enterprise-openshift.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\mongodb-enterprise-kubernetes\mongodb-enterprise.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\mongodb-enterprise-kubernetes\multi_cluster_verify\sample-service.yaml,Medium,C-0030 - Ingress and Egress blocked,2,2,0.0
project-yamls\YAMLfiles\repos\mongodb-enterprise-kubernetes\samples\multi-cluster-cli-gitops\resources\job.yaml,Medium,C-0030 - Ingress and Egress blocked,0,1,100.0
project-yamls\YAMLfiles\repos\mongodb-enterprise-kubernetes\samples\ops-manager\ops-manager-remote-mode.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\mysql-operator\config\default\manager_auth_proxy_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\mysql-operator\config\default\manager_webhook_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\mysql-operator\config\manager\manager.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\nacos-k8s\deploy\nacos\nacos-no-pvc-ingress.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\nacos-k8s\deploy\nacos\nacos-pvc-ceph.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\nacos-k8s\deploy\nacos\nacos-pvc-nfs.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\nacos-k8s\deploy\nacos\nacos-quick-start.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\nacos-k8s\deploy\nfs\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\nacos-k8s\operator\chart\nacos-operator\nacos-operator-all.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\nacos-k8s\operator\config\default\manager_auth_proxy_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\nacos-k8s\operator\config\default\manager_webhook_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\nacos-k8s\operator\config\manager\manager.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\podinfo\deploy\bases\backend\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\podinfo\deploy\bases\cache\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\podinfo\deploy\bases\frontend\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\podinfo\deploy\secure\backend\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\podinfo\deploy\secure\frontend\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\podinfo\deploy\webapp\backend\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\podinfo\deploy\webapp\frontend\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\podinfo\kustomize\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\postgres-operator\config\dev\manager-dev.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\postgres-operator\config\manager\manager.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\postgres-operator\config\singlenamespace\manager-target.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\postgres-operator\installers\olm\config\operator\target-namespace.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\postgres-operator\installers\olm\config\redhat\registration.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\postgres-operator\installers\olm\config\redhat\related-images.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\prometheus-adapter\deploy\manifests\deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\pyrra\examples\kubernetes\manifests-webhook\pyrra-apiDeployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\pyrra\examples\kubernetes\manifests-webhook\pyrra-kubernetesDeployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\pyrra\examples\kubernetes\manifests\pyrra-apiDeployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\pyrra\examples\kubernetes\manifests\pyrra-kubernetesDeployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\pyrra\examples\openshift\manifests\pyrra-apiDeployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\pyrra\examples\openshift\manifests\pyrra-kubernetesDeployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\secrets-store-csi-driver\.local\debug-driver.yaml,Medium,C-0030 - Ingress and Egress blocked,2,2,0.0
project-yamls\YAMLfiles\repos\secrets-store-csi-driver\deploy\secrets-store-csi-driver-windows.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\secrets-store-csi-driver\deploy\secrets-store-csi-driver.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\secrets-store-csi-driver\manifest_staging\deploy\secrets-store-csi-driver-windows.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\secrets-store-csi-driver\manifest_staging\deploy\secrets-store-csi-driver.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\seldon-core\notebooks\resources\ambassador-rbac.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\seldon-core\operator\config\controllerid\patch_manager_id.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\seldon-core\operator\config\default\manager_auth_proxy_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\seldon-core\operator\config\default\manager_prometheus_metrics_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\seldon-core\operator\config\default\manager_webhook_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\seldon-core\operator\config\lite\manager_webhook_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\seldon-core\operator\config\lite\patch_manager_args.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\seldon-core\operator\config\lite\patch_manager_env.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\seldon-core\operator\config\manager\manager.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\seldon-core\operator\config\namespaced\patch_manager_args.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\seldon-core\operator\config\openshift\patch_manager_env.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\seldon-core\operator\config\openshift\patch_manager_webhook.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\seldon-core\operator\config\spartakus\spartakus-volunteer-deployment.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\shifu\pkg\k8s\crd\config\default\manager_auth_proxy_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\shifu\pkg\k8s\crd\config\default\manager_config_patch.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\shifu\pkg\k8s\crd\config\manager\manager.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\shifu\pkg\k8s\crd\install\config_default.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\shifu\pkg\k8s\crd\install\shifu_install.yml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\shifu\pkg\telemetryservice\install\telemetryservice_install.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
project-yamls\YAMLfiles\repos\version-checker\deploy\yaml\deploy.yaml,Medium,C-0030 - Ingress and Egress blocked,1,1,0.0
